X,MajorityProteinIDs,ProteinNames,GeneID,DVL3_1,DVL3_2,DVL3_3,DVL3_M_1,DVL3_M_2,DVL3_M_3,DVL3_M_TTLL_1,DVL3_M_TTLL_2,DVL3_M_TTLL_3,DVL3_TTLL_1,DVL3_TTLL_2,DVL3_TTLL_3,logFC_DVL3_TTLL.DVL3,pval_DVL3_TTLL.DVL3,adjpval_DVL3_TTLL.DVL3,logFC_DVL3_M.DVL3,pval_DVL3_M.DVL3,adjpval_DVL3_M.DVL3,logFC_DVL3_M_TTLL.DVL3_TTLL,pval_DVL3_M_TTLL.DVL3_TTLL,adjpval_DVL3_M_TTLL.DVL3_TTLL,logFC_DVL3_M_TTLL.DVL3_M,pval_DVL3_M_TTLL.DVL3_M,adjpval_DVL3_M_TTLL.DVL3_M
330,P28799,Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7,GRN,23.49524278,23.22638165,22.61918324,24.74578473,23.34383666,22.73261358,23.28989409,22.13799928,22.46819762,24.78763197,23.67394157,23.11809131,0.746285721,0.247424091,0.563802437,0.493809098,0.433886468,0.827426786,-1.22785795,0.072849565,0.310556325,-0.975381326,0.140743843,0.825251889
331,P29401,Transketolase,TKT,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.52441915,NA,NA,1.925862009,0.175912271,0.458563209,0,1,1,-1.925862009,0.175912271,0.47206108,0,1,1
332,P29558;Q6XE24,"RNA-binding motif, single-stranded-interacting protein 1;RNA-binding motif, single-stranded-interacting protein 3",RBMS1;RBMS3,19.64825968,20.43117993,NA,NA,20.30180751,20.3085632,NA,20.22645728,NA,NA,NA,NA,-2.195257792,0.141799777,0.446830028,0.176977032,0.899332978,1,1.159874721,0.416203145,0.710677043,-1.212360103,0.396272361,0.929880437
333,P29692,Elongation factor 1-delta,EEF1D,20.79231835,19.44150184,19.18011334,NA,22.9067066,21.61075987,NA,NA,NA,21.87409833,22.02063684,NA,0.409211586,0.822070712,1,0.616788688,0.735134187,1,-3.467022977,0.082264337,0.330371527,-3.674600079,0.068185395,0.779818369
334,P30041,Peroxiredoxin-6,PRDX6,NA,20.00481896,18.73479559,20.09628924,21.69153852,22.85973366,NA,20.55708224,20.54954855,19.52263431,21.78435577,20.6095278,2.143356737,0.130498354,0.434887506,3.053704582,0.042222803,0.447317792,-1.354351324,0.31983793,0.65352017,-2.264699169,0.112687191,0.814865181
335,P30050,60S ribosomal protein L12,RPL12,26.88984332,27.18165385,26.20802515,27.37485406,27.18964555,27.03490818,26.9164312,27.38280398,27.07941168,26.35215159,26.54546927,27.00871803,-0.124394478,0.654744463,0.894197951,0.439961819,0.137124012,0.699416417,0.490769322,0.10219116,0.377727402,-0.073586975,0.79056943,1
336,P30101,Protein disulfide-isomerase A3,PDIA3,NA,NA,NA,NA,NA,21.52720403,NA,NA,NA,20.6995556,19.4928811,NA,2.232923487,0.131550988,0.434887506,1.593456969,0.266342789,0.775375638,-2.232923487,0.131550988,0.42374021,-1.593456969,0.266342789,0.909328605
337,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,23.69919916,23.22881312,22.91047968,23.25767971,23.46052212,23.68175964,23.97044266,23.5659123,24.23290596,23.86241099,23.87285376,23.04230679,0.313026528,0.316058762,0.634219793,0.187156501,0.541124279,0.904093765,0.330563127,0.291316707,0.628797069,0.456433155,0.156440065,0.825251889
338,P30419,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.95225599,NA,1.06847429,0.176792937,0.458563209,0,1,1,-1.06847429,0.176792937,0.47206108,0,1,1
339,P30837,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,19.08364643,19.61954701,NA,NA,NA,NA,NA,NA,NA,19.62423708,NA,NA,-0.777374414,0.403575993,0.693507648,-1.736509069,0.08260384,0.61468853,-0.959134654,0.307825759,0.640632171,0,1,1
340,P30876,DNA-directed RNA polymerase II subunit RPB2,POLR2B,22.37043793,21.94683691,21.95947033,21.74691667,21.39873192,22.06242008,22.18049308,20.66260871,21.7244641,22.32118301,20.98157454,20.68074729,-0.764413443,0.153583396,0.458563209,-0.356225497,0.48544952,0.860498338,0.194687019,0.700113794,0.965074321,-0.213500927,0.67301868,1
341,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,24.42317531,21.76231376,21.4776281,NA,21.68837988,20.96489978,22.12077851,21.43650367,21.7556024,21.21988904,20.46823821,19.63488593,-2.113367997,0.131725869,0.434887506,-2.754334796,0.05931492,0.530021179,1.329957135,0.323364497,0.65352017,1.970923935,0.156371408,0.825251889
342,P31146,Coronin-1A,CORO1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.48957637,NA,NA,1.247581084,0.176454105,0.458563209,0,1,1,-1.247581084,0.176454105,0.47206108,0,1,1
343,P31153,S-adenosylmethionine synthase isoform type-2,MAT2A,NA,NA,NA,NA,NA,19.4724091,NA,NA,NA,NA,NA,NA,0,1,1,0.908525325,0.177279434,0.699416417,0,1,1,-0.908525325,0.177279434,0.825251889
344,P31483,Nucleolysin TIA-1 isoform p40,TIA1,NA,19.39994554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.884370806,0.17737661,0.458563209,-0.884370806,0.17737661,0.699416417,0,1,1,0,1,1
345,P31689,DnaJ homolog subfamily A member 1,DNAJA1,25.87644819,26.07268937,26.6483201,25.84640515,26.06076855,26.3303191,26.68023642,26.82559945,26.76215557,26.6338938,26.99688835,26.9796904,0.671004959,0.011575208,0.161000581,-0.119988286,0.583351707,0.934408433,-0.114160368,0.601462632,0.872186831,0.676832877,0.011081555,0.474251757
346,P31939,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,NA,NA,NA,NA,NA,20.99840732,NA,NA,NA,NA,NA,NA,0,1,1,1.417191402,0.176244098,0.699416417,0,1,1,-1.417191402,0.176244098,0.825251889
347,P31942,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,20.5493016,21.75383404,19.27295359,19.54697283,20.0282419,19.82486608,20.20853797,20.05131394,19.10460083,20.03322684,NA,NA,-2.683065385,0.018155826,0.188367456,-0.72533614,0.453537906,0.838186986,1.945853219,0.065667574,0.297645418,-0.011876025,0.9900405,1
348,P31943,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,27.5025881,27.42067664,27.2073527,27.35238327,27.17352708,27.18339976,27.42293995,27.47664861,27.37619533,27.18172489,27.24464464,27.02415471,-0.226697733,0.059277047,0.318036592,-0.140435778,0.213146752,0.737873108,0.275086554,0.028067366,0.205427965,0.188824599,0.105507683,0.806912447
349,P31946,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,20.02687625,19.3139549,19.25935898,NA,20.71305344,19.9389582,19.64987412,20.75530022,19.66867048,21.1514889,21.27035045,20.62299834,1.481549187,0.130744812,0.434887506,-0.400448457,0.663052592,0.99577286,-0.990330958,0.2946083,0.628797069,0.891666687,0.3424281,0.910181204
350,P31947,14-3-3 protein sigma,SFN,21.83561223,21.37613711,21.33369364,21.5404018,21.7460934,21.55078618,21.63762301,21.53924041,21.3436532,22.13530306,NA,NA,-2.972157891,0.039282909,0.264397249,0.097279472,0.93857379,1,2.963849107,0.039715654,0.238900142,-0.105588256,0.933341147,1
351,P31948,Stress-induced-phosphoprotein 1,STIP1,NA,NA,NA,NA,NA,21.36696226,NA,NA,NA,19.84024375,21.13948807,NA,2.495355195,0.102819102,0.395774452,1.540043048,0.290715696,0.775375638,-2.495355195,0.102819102,0.377727402,-1.540043048,0.290715696,0.909328605
352,P32119,Peroxiredoxin-2,PRDX2,21.12837346,21.30309262,21.28735512,20.18681122,21.0428375,21.09214679,20.32612763,21.0200941,21.20215402,20.29365776,21.06313679,21.98672182,-0.125101606,0.779408475,0.98628936,-0.465675226,0.311084309,0.776467353,-0.265046874,0.556115046,0.83317356,0.075526745,0.865520707,1
353,P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
354,P32969,60S ribosomal protein L9,RPL9,25.44780941,25.5623511,25.4879976,26.20198477,26.26881537,25.75253775,25.50903599,25.32244522,25.20835033,25.51289993,25.40733516,25.07549329,-0.167476578,0.340384805,0.64782515,0.575059925,0.007499279,0.191461176,0.014701057,0.931454838,1,-0.727835446,0.001911882,0.217433091
355,P33991,DNA replication licensing factor MCM4,MCM4,20.63337826,19.51238676,21.34923848,NA,20.50060795,21.2946713,NA,21.75570996,20.97701233,21.75932219,21.44353229,21.34220979,1.016686925,0.507109264,0.78154074,-0.984297044,0.520394277,0.888048903,-1.688502955,0.281196189,0.619669392,0.312481014,0.836519029,1
356,P33992,DNA replication licensing factor MCM5,MCM5,23.15315388,23.65375169,24.43187381,NA,23.10122488,24.17589519,22.99382525,24.18895778,24.38233303,23.80774788,24.73498135,24.89994107,0.734630304,0.664441758,0.900985744,-2.404942065,0.176851266,0.699416417,-0.625851412,0.711286769,0.971435242,2.513720957,0.160022043,0.825251889
357,P33993,DNA replication licensing factor MCM7,MCM7,25.68300042,25.66760788,25.86964914,24.60520949,25.20329646,25.54294265,25.48087654,26.23425317,26.19428765,25.7815826,26.6367839,26.44096396,0.546357675,0.116448303,0.42322155,-0.622936278,0.07922016,0.597014579,-0.316637702,0.33966973,0.661968856,0.852656251,0.024316217,0.596462508
358,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,NA,NA,NA,NA,19.83522506,20.17064291,NA,NA,NA,22.49594285,19.52689838,NA,2.84305833,0.065161595,0.328455283,2.170733911,0.142866647,0.699416417,-2.84305833,0.065161595,0.29642602,-2.170733911,0.142866647,0.825251889
359,P34932,Heat shock 70 kDa protein 4,HSPA4,22.63640394,23.59999967,23.75156522,22.39442315,24.01715558,23.01713578,21.87221176,23.39536448,22.3808424,23.63755844,24.00802957,23.75424447,0.470621219,0.380820079,0.67767556,-0.186418107,0.723344627,1,-1.250471283,0.037454628,0.23664515,-0.593431957,0.275332751,0.909328605
360,P35080,Profilin-2,PFN2,NA,20.18848873,19.87749317,NA,NA,20.74148361,NA,19.95017878,NA,NA,NA,NA,-2.190771888,0.147443449,0.452708398,-0.859221724,0.548870918,0.911869215,1.067781886,0.458883636,0.742643504,-0.263768279,0.852570596,1
361,P35232,Prohibitin,PHB1,21.41754917,20.93857856,21.30453084,19.76654693,22.65083762,21.30705408,20.49683017,19.50667669,NA,22.07337495,21.62219931,21.74662461,0.593846768,0.551577765,0.817814062,0.021260021,0.982810999,1,-2.897286296,0.015005505,0.155139564,-2.324699549,0.039218544,0.735576323
362,P35244,Replication protein A 14 kDa subunit,RPA3,NA,NA,NA,NA,NA,19.79752972,NA,NA,NA,NA,NA,NA,0,1,1,1.016898867,0.176925081,0.699416417,0,1,1,-1.016898867,0.176925081,0.825251889
363,P35249,Replication factor C subunit 4,RFC4,22.20766084,20.82438636,21.76848693,21.68072519,21.46968322,21.86209621,21.40568099,21.80573878,21.29203164,21.49908289,21.24602268,21.15457197,-0.30028553,0.372418572,0.67035343,0.070656831,0.829995593,1,0.201257955,0.54473715,0.824872981,-0.169684406,0.60846462,1
364,P35250,Replication factor C subunit 2,RFC2,19.61342074,21.34060173,21.29316204,NA,20.84235979,21.35258756,21.10497536,21.10177734,21.12295978,21.29911194,20.793776,21.44734523,0.43101622,0.697030935,0.929622282,-1.101801347,0.331286864,0.7815875,-0.070173564,0.949233266,1,1.462644002,0.206250316,0.849322817
365,P35251,Replication factor C subunit 1,RFC1,20.18924269,20.4647463,NA,NA,19.83756609,20.1723546,NA,NA,NA,NA,NA,NA,-2.386774249,0.058963667,0.318036592,-0.214689432,0.849603665,1,0,1,1,-2.172084818,0.080616239,0.791027875
366,P35268,60S ribosomal protein L22,RPL22,22.49959532,23.54012336,22.56991802,24.59569232,24.09089376,23.55346685,22.70794137,22.65729692,23.19592503,23.07533487,23.87129857,23.2343684,0.523788379,0.192787665,0.476635115,1.210138742,0.010268298,0.246136673,-0.53994617,0.180712858,0.475475538,-1.226296532,0.009591119,0.428517506
367,P35269,General transcription factor IIF subunit 1,GTF2F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.64262857,NA,0.965265152,0.177079095,0.458563209,0,1,1,-0.965265152,0.177079095,0.47206108,0,1,1
368,P35579,Myosin-9,MYH9,22.36102448,24.30077901,22.29715545,20.78437327,20.96182244,21.84359508,NA,NA,NA,22.98077971,23.3742329,21.3676283,-0.412106011,0.543460458,0.816973279,-1.789722718,0.023333792,0.336509062,-5.827380517,1.13E-05,0.002824762,-4.44976381,9.02E-05,0.021073742
369,P35580,Myosin-10,MYH10,NA,20.39797519,NA,NA,NA,NA,NA,NA,NA,NA,19.97993874,NA,-0.139345481,0.902414888,1,-1.217047356,0.299790333,0.775375638,-1.077701875,0.355277022,0.672616759,0,1,1
370,P35606,Coatomer subunit beta,COPB2,19.37221935,19.61179952,20.00689124,19.9084033,20.61946883,NA,NA,NA,20.29632898,NA,NA,NA,-2.916803585,0.032302119,0.252594753,-0.57206829,0.630134311,0.9653923,1.183165288,0.329862797,0.658762554,-1.161570008,0.338284707,0.910181204
371,P35613,Basigin,BSG,21.09201928,NA,21.50372502,20.80006357,21.89079955,NA,21.74564725,21.60938566,21.77067807,NA,NA,21.75563806,-1.364424371,0.48356937,0.75998151,0.031706274,0.986816892,1,3.29213556,0.112436083,0.384675269,1.896004915,0.336676874,0.910181204
372,P35637,RNA-binding protein FUS,FUS,25.0549888,26.02583223,25.06671477,23.24667227,25.36654443,25.23826266,25.12448208,26.34178932,24.95372119,26.44793227,26.3516748,25.6264903,0.759520521,0.253762944,0.568920149,-0.765352148,0.250407321,0.757427695,-0.668701594,0.310889473,0.643911806,0.856171074,0.202736702,0.848165487
373,P35659,Protein DEK,DEK,NA,NA,NA,20.72935035,NA,NA,NA,NA,19.72532944,NA,20.7118264,NA,1.321664427,0.383065306,0.678746499,1.327505744,0.381059941,0.79850249,-0.328832319,0.824500361,1,-0.334673637,0.821444237,1
374,P35998,26S protease regulatory subunit 7,PSMC2,22.00291273,20.64736317,20.94002245,22.28332873,23.02084852,22.99973151,23.13161372,23.81410855,23.59001647,21.47114785,22.79975938,23.03197951,1.237529465,0.032059415,0.252594753,1.571203473,0.010682629,0.246136673,1.077617333,0.054588954,0.282193313,0.743943326,0.160950562,0.825251889
375,P36507,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,NA,19.35439352,NA,NA,NA,18.9984248,19.67786202,NA,NA,NA,NA,NA,-0.869186802,0.418751747,0.708873689,-0.11865624,0.91038692,1,0.977009635,0.365809508,0.679560994,0.226479074,0.830072196,1
376,P36542,"ATP synthase subunit gamma, mitochondrial",ATP5F1C,23.97897856,24.97361001,24.57392999,24.4034571,24.24513074,23.73329092,24.24607102,23.91188317,24.84695085,23.59129455,24.1967206,24.94863092,-0.263290827,0.534718969,0.805943891,-0.381546595,0.374194857,0.797908053,0.089419658,0.831307932,1,0.207675426,0.622848849,1
377,P36578,60S ribosomal protein L4,RPL4,28.47071048,28.44399782,28.47402402,28.64595837,28.55930406,28.55857862,28.54858351,28.26859481,28.43528323,28.09268624,27.90656725,28.34255453,-0.348974764,0.017575182,0.188367456,0.125036243,0.323264397,0.777699541,0.303551173,0.032422267,0.21567435,-0.170459834,0.188324652,0.838926463
378,P36639,"7,8-dihydro-8-oxoguanine triphosphatase",NUDT1,NA,19.69827455,NA,NA,19.69912091,19.41906144,NA,NA,20.39430671,NA,NA,NA,-0.983813811,0.448297577,0.730234725,0.891024893,0.490921892,0.860498338,1.215824531,0.352955552,0.672616759,-0.659014174,0.608119929,1
379,P36873;P62140;P62136,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CC;PPP1CB;PPP1CA,NA,20.17014075,NA,NA,NA,NA,NA,NA,NA,NA,20.02038861,20.14003551,1.081150082,0.344595525,0.648908733,-1.141102545,0.31993012,0.777699541,-2.222252626,0.071210907,0.307704267,0,1,1
380,P37108,Signal recognition particle 14 kDa protein,SRP14,20.52978435,21.75479721,21.74595811,20.28941072,23.87553573,23.19636992,21.23744928,21.69345428,21.64766842,22.44992998,22.3303473,21.52916935,0.75963565,0.383045844,0.678746499,1.110258901,0.213362153,0.737873108,-0.576958216,0.503567109,0.780622619,-0.927581466,0.2919775,0.909328605
381,P37802,Transgelin-2,TAGLN2,NA,NA,NA,NA,NA,20.51527451,NA,NA,NA,20.10607791,21.21607075,NA,2.609494141,0.067238136,0.329252625,1.256147132,0.341535484,0.782865134,-2.609494141,0.067238136,0.302571614,-1.256147132,0.341535484,0.910181204
382,P37837,Transaldolase,TALDO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.08586944,NA,NA,0.779678775,0.177906942,0.458563209,0,1,1,-0.779678775,0.177906942,0.47206108,0,1,1
383,P38159,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed",RBMX,23.71320824,23.52118362,23.75387726,23.83953634,23.38565294,23.28996605,23.50551047,23.94674757,23.79190559,23.07257932,23.48721254,23.11391973,-0.438185841,0.044088582,0.278672833,-0.157704595,0.419949163,0.819588771,0.523484017,0.021053024,0.176066132,0.243002771,0.225564669,0.86988312
384,P38646,"Stress-70 protein, mitochondrial",HSPA9,31.54873477,31.14782334,30.77302941,31.9076092,31.18745929,30.87129991,31.36166072,31.26944881,30.90597737,32.13147325,31.57914958,31.20806397,0.483033093,0.183486561,0.46278566,0.165593625,0.632598609,0.9653923,-0.460533302,0.202690467,0.504106908,-0.143093834,0.678997478,1
385,P38919,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,19.49926118,19.53302862,20.75008776,NA,18.5601587,19.42034401,NA,20.5364051,19.31995756,NA,20.45234471,20.76765631,-0.605181144,0.654564594,0.894197951,-1.685013914,0.230351355,0.750383377,-0.454546115,0.736160716,0.988129888,0.625286654,0.644003832,1
386,P39019,40S ribosomal protein S19,RPS19,24.58295484,24.38117496,24.28474816,25.03549533,25.31401241,24.43482453,23.49988047,23.99005598,23.53942369,24.3479522,25.82308189,23.84654408,0.256233402,0.591121199,0.852757959,0.511818103,0.295129181,0.775375638,-0.996072676,0.059333328,0.292340828,-1.251657377,0.024165149,0.596462508
387,P39023,60S ribosomal protein L3,RPL3,27.8146862,27.83491382,27.72999343,28.01566091,28.06965639,27.90108699,27.64244593,27.54831812,27.81374013,27.13883673,27.0441711,27.19148976,-0.668365292,6.26E-05,0.006448175,0.202270275,0.059212516,0.530021179,0.543335532,0.000286,0.016251865,-0.327300035,0.006977355,0.363694655
388,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,22.49131075,22.92171465,21.77301536,21.50204924,22.09793338,22.81259702,22.94025317,22.15403669,22.69811808,22.14177609,22.87622133,22.49078675,0.107581142,0.798241758,0.996607225,-0.25782037,0.543841397,0.904714877,0.094541256,0.822181738,1,0.459942767,0.289915478,0.909328605
389,P39748,Flap endonuclease 1,FEN1,NA,20.78897703,20.23330589,20.9480401,NA,20.39735566,NA,19.63430355,NA,19.26251558,22.2295786,18.44412768,0.722368608,0.66342582,0.900985744,0.107704282,0.947975263,1,-2.269417359,0.19183939,0.490713694,-1.654753032,0.330004512,0.910181204
390,P40227,T-complex protein 1 subunit zeta,CCT6A,NA,NA,NA,NA,22.21543845,21.78082479,NA,18.84998572,18.36433995,18.95288466,22.34388085,NA,2.601033092,0.157205879,0.458563209,3.50086567,0.067952607,0.552238217,-1.360813281,0.439618216,0.723364262,-2.260645859,0.212526146,0.86064992
391,P40429,60S ribosomal protein L13a,RPL13A,27.31466091,27.19121383,26.79447815,27.56276944,27.1493165,27.3305673,27.29918023,27.06356105,27.16456532,26.86498129,26.57144396,27.03266937,-0.277086092,0.15611874,0.458563209,0.247433449,0.200134052,0.718088323,0.352737326,0.080625702,0.326416676,-0.171782215,0.36179315,0.914315967
392,P40616,ADP-ribosylation factor-like protein 1,ARL1,20.36185179,19.83843303,NA,20.87932614,20.10616417,20.77940383,20.34683713,19.96755843,20.54796503,20.60143926,NA,NA,-0.950670815,0.441188435,0.724608728,1.605925398,0.207061925,0.731735786,2.255751699,0.088911383,0.349020097,-0.300844515,0.804373229,1
393,P40925,"Malate dehydrogenase, cytoplasmic",MDH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67536559,NA,NA,1.642844158,0.176058971,0.458563209,0,1,1,-1.642844158,0.176058971,0.47206108,0,1,1
394,P40926,"Malate dehydrogenase, mitochondrial",MDH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.23794892,NA,NA,1.830371933,0.175954246,0.458563209,0,1,1,-1.830371933,0.175954246,0.47206108,0,1,1
395,P40937,Replication factor C subunit 5,RFC5,19.86653978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03990222,0.176863718,0.458563209,-1.03990222,0.176863718,0.699416417,0,1,1,0,1,1
396,P40938,Replication factor C subunit 3,RFC3,21.64016739,21.86037675,22.20849039,22.10438862,22.1421462,21.05753712,21.37654096,21.64222491,21.68717616,22.34888086,22.01879138,23.05735707,0.571998258,0.136514726,0.438236718,-0.134987534,0.707971253,1,-0.906362426,0.029561857,0.205454906,-0.199376634,0.581949112,1
397,P40939,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,21.01029632,21.9596366,22.85971855,20.89978828,21.1712996,20.5207571,21.30947849,NA,20.41646129,20.48687305,20.93368016,20.43145317,-1.325881695,0.230732359,0.539525573,-1.079268826,0.322461588,0.777699541,-1.12641116,0.302995536,0.638171793,-1.373024029,0.21592309,0.86064992
398,P41091;Q2VIR3;F8W810,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,24.18344361,24.05554863,23.82907169,25.16522406,24.14488059,22.83596263,22.16265291,22.23312157,22.36043086,22.46842381,24.69841671,23.52850707,-0.457572114,0.493354899,0.771044254,0.026001119,0.968509072,1,-1.313047417,0.071489763,0.307704267,-1.79662065,0.021138336,0.550917894
